consultancy_name,state,area_district,students_applied,successful_applications,consultancy_fee_inr,commission_fee_inr,total_fee_inr,rating,reviews,primary_country,us_applications_pct,uk_applications_pct,germany_applications_pct
Future Education International,Goa,South Goa,2977,2194,59000,2950,61950,4.6,677,Germany,34,20,46
Summit Advisors,Mizoram,Kolasib,549,378,48000,2400,50400,4.8,4870,UK,18,45,37
Horizon Education,Karnataka,Hubballi,3621,2914,59000,2950,61950,4.1,655,US,49,21,30
Overseas Experts,West Bengal,Siliguri,2739,2502,45000,2250,47250,4.7,4708,Germany,45,5,50
Gateway Mentors International,Rajasthan,Ajmer,4829,3502,24000,1200,25200,3.7,443,US,75,12,13
Apex Consultants,Punjab,Chandigarh,3084,1975,42000,2100,44100,3.7,4124,UK,10,50,40
Pinnacle Guidance Network,Haryana,Ambala,1693,1349,18000,900,18900,4.2,3088,Germany,13,11,76
Summit Advisors Network,Punjab,Jalandhar,745,571,25000,1250,26250,3.5,3709,Germany,25,11,64
Apex Consultants,Bihar,Muzaffarpur,537,405,47000,2350,49350,4.4,4040,Germany,22,9,69
Gateway Mentors,Rajasthan,Jodhpur,3360,2726,26000,1300,27300,4,2978,UK,10,63,27
Horizon Experts,Jammu and Kashmir,Anantnag,687,470,38000,1900,39900,4.4,1861,US,80,6,14
Overseas Mentors Global,Andhra Pradesh,Guntur,2320,2033,72000,3600,75600,3.3,2620,Germany,10,41,49
Pioneer Consultants,West Bengal,Howrah,463,309,61000,3050,64050,3.4,4459,US,78,9,13
Premier Guidance,Bihar,Muzaffarpur,3981,3105,50000,2500,52500,3.9,4138,Germany,32,15,53
Gateway Pathways,Kerala,Kollam,1362,1015,18000,900,18900,4.7,4349,US,45,18,37
Pioneer Mentors,Uttar Pradesh,Lucknow,2806,1731,61000,3050,64050,3.4,693,Germany,11,15,74
Apex Ventures,Himachal Pradesh,Dharamshala,4258,3735,41000,2050,43050,3.1,668,Germany,8,26,66
Elite Pathways,Nagaland,Mokokchung,2980,2618,48000,2400,50400,3.9,231,Germany,35,19,46
Overseas Experts,Maharashtra,Nashik,1032,841,25000,1250,26250,3.1,425,Germany,36,16,48
Overseas Advisors India,Telangana,Warangal,3365,2840,66000,3300,69300,4.1,4734,Germany,40,10,50
Global Consultants,Tamil Nadu,Vellore,636,547,73000,3650,76650,4.6,2738,UK,24,70,6
Summit Guidance,Maharashtra,Nagpur,3969,3118,71000,3550,74550,4.3,582,UK,19,67,14
Global Ventures,Assam,Silchar,3213,2146,40000,2000,42000,4.8,2814,UK,15,62,23
Vision Mentors,Meghalaya,Shillong,530,410,22000,1100,23100,3.8,401,UK,9,55,36
Pinnacle Ventures International,West Bengal,Howrah,1857,1624,71000,3550,74550,3.8,1714,UK,13,61,26
Pinnacle Guidance,Odisha,Bhubaneswar,1613,1339,11000,550,11550,3.8,297,US,53,22,25
Premier Mentors,Uttar Pradesh,Varanasi,3559,2593,65000,3250,68250,3.5,3507,US,76,19,5
Edu Solutions,Rajasthan,Ajmer,4354,3586,42000,2100,44100,4.2,241,US,49,44,7
Vision Experts,Assam,Silchar,3806,3020,14000,700,14700,3.1,71,UK,11,70,19
Pinnacle Education,Odisha,Rourkela,3928,3513,70000,3500,73500,3,3549,UK,16,56,28
Summit Mentors,West Bengal,Kolkata,4809,3735,62000,3100,65100,4.8,1003,UK,18,65,17
Elite Experts,Meghalaya,Williamnagar,2494,1630,47000,2350,49350,3.2,3196,US,64,14,22
Pinnacle Solutions,Punjab,Patiala,4318,4085,72000,3600,75600,4.3,3122,UK,12,79,9
Pioneer Experts,West Bengal,Asansol,2935,2643,14000,700,14700,3.2,2881,UK,7,54,39
Horizon Guidance,Himachal Pradesh,Mandi,676,619,72000,3600,75600,4,2573,Germany,35,13,52
Pinnacle Mentors,Punjab,Bathinda,251,183,67000,3350,70350,4.4,1967,US,78,12,10
Vision Education,Maharashtra,Thane,3368,2515,71000,3550,74550,4.1,4499,US,79,9,12
Horizon Advisors,Maharashtra,Thane,1589,1122,39000,1950,40950,3.6,3029,Germany,26,7,67
Apex Ventures,Goa,Vasco da Gama,4681,3824,58000,2900,60900,3,2141,UK,20,74,6
Horizon Ventures,Mizoram,Aizawl,1121,758,17000,850,17850,4.2,2797,US,61,9,30
Summit Education,Uttar Pradesh,Prayagraj,1761,1552,38000,1900,39900,3.9,4544,US,71,24,5
Apex Guidance,Jammu and Kashmir,Srinagar,4273,2667,63000,3150,66150,4.9,1616,US,47,42,11
Global Guidance,West Bengal,Asansol,3674,2609,70000,3500,73500,4.5,3397,US,48,26,26
Apex Ventures,Delhi,Vasant Kunj,3131,1974,33000,1650,34650,3.4,3387,Germany,22,27,51
Study Consultants,Kerala,Kollam,1317,957,25000,1250,26250,3.6,4620,UK,26,65,9
Global Services,Karnataka,Bengaluru,284,246,27000,1350,28350,4.3,1884,US,55,36,9
Vision Guidance,Arunachal Pradesh,Bomdila,1930,1286,72000,3600,75600,4.9,2651,Germany,8,24,68
Edu Experts,Rajasthan,Bikaner,2230,2008,13000,650,13650,3.2,4361,US,47,46,7
Premier Solutions,Kerala,Thiruvananthapuram,95,79,27000,1350,28350,4.7,798,US,55,32,13
Study Advisors,Haryana,Ambala,3730,2731,14000,700,14700,4.7,17,Germany,18,18,64
Premier Group,Uttarakhand,Dehradun,2355,1868,29000,1450,30450,3.2,149,UK,8,70,22
Pioneer Services,Sikkim,Namchi,3300,2958,16000,800,16800,4.6,2955,UK,22,57,21
Pinnacle Group,West Bengal,Durgapur,2942,2420,29000,1450,30450,3.1,3776,UK,36,51,13
Vision Guidance India,Chhattisgarh,Bilaspur,1208,1045,47000,2350,49350,4.6,3805,US,55,18,27
Premier Services,Jammu and Kashmir,Srinagar,3856,3378,69000,3450,72450,3.5,3138,US,49,34,17
Overseas Mentors,Arunachal Pradesh,Bomdila,1436,916,35000,1750,36750,3.5,3233,US,48,14,38
Premier Solutions,Punjab,Chandigarh,499,408,60000,3000,63000,4.7,2649,UK,10,58,32
Apex Advisors,Goa,South Goa,478,389,51000,2550,53550,4,4168,UK,16,76,8
Study Pathways,Chhattisgarh,Bhilai,2817,2474,39000,1950,40950,3,922,UK,34,50,16
Summit Guidance,Gujarat,Surat,2772,2381,24000,1200,25200,3.9,1682,UK,9,79,12
Elite Advisors International,Telangana,Khammam,3807,2511,15000,750,15750,3.4,1619,US,49,31,20
Pinnacle Experts India,Uttar Pradesh,Varanasi,2551,2320,67000,3350,70350,4,1442,US,57,15,28
Study Solutions,Maharashtra,Aurangabad,4476,4085,56000,2800,58800,4.2,971,UK,32,54,14
Global Advisors,West Bengal,Howrah,351,312,43000,2150,45150,3.6,3675,Germany,10,26,64
Future Education,Jharkhand,Dhanbad,2318,1484,34000,1700,35700,4.5,3654,Germany,35,14,51
Path Group,Chhattisgarh,Bilaspur,1851,1437,27000,1350,28350,3.3,1244,UK,5,67,28
Apex Consultants,Gujarat,Jamnagar,1908,1569,32000,1600,33600,4.1,3378,UK,12,70,18
Elite Advisors,Uttarakhand,Haldwani,327,221,69000,3450,72450,4.2,3990,US,56,14,30
Elite Education,Manipur,Ukhrul,3172,2239,60000,3000,63000,4,1621,US,79,5,16
Pioneer Services,Goa,Margao,3013,1911,50000,2500,52500,4.8,3676,UK,6,73,21
Vision Guidance India,Himachal Pradesh,Manali,2095,1933,50000,2500,52500,3.5,3030,Germany,14,30,56
Overseas Pathways,Meghalaya,Shillong,2544,1902,12000,600,12600,4.3,1037,UK,18,59,23
Horizon Experts,Punjab,Jalandhar,3186,3004,41000,2050,43050,3.8,2384,US,75,15,10
Pinnacle Solutions,Manipur,Thoubal,1166,975,51000,2550,53550,3.5,467,US,53,28,19
Apex Mentors,Chhattisgarh,Bhilai,469,349,62000,3100,65100,3.9,2130,Germany,7,20,73
Apex Ventures Network,Karnataka,Hubballi,1808,1699,10000,500,10500,4,4508,UK,6,46,48
Path Experts,Mizoram,Serchhip,4024,3805,27000,1350,28350,3.4,4730,Germany,21,27,52
Pioneer Pathways,Uttar Pradesh,Prayagraj,2180,1380,25000,1250,26250,4.1,1489,UK,19,74,7
Future Services,Andhra Pradesh,Vijayawada,2241,2041,42000,2100,44100,3.7,4229,US,78,13,9
Apex Pathways,Gujarat,Vadodara,1321,1024,56000,2800,58800,4.2,1104,Germany,17,26,57
Elite Solutions,Goa,North Goa,989,628,57000,2850,59850,4.4,1144,US,45,16,39
Future Pathways,Jharkhand,Jamshedpur,2669,2410,41000,2050,43050,4.7,437,US,51,11,38
Pioneer Group,Meghalaya,Williamnagar,4532,3541,10000,500,10500,3.8,1071,US,76,19,5
Vision Experts,Jammu and Kashmir,Srinagar,2207,1639,10000,500,10500,3.2,1418,US,79,12,9
Gateway Services,Meghalaya,Jowai,1209,940,36000,1800,37800,4,986,Germany,16,12,72
Gateway Group,Bihar,Muzaffarpur,990,697,11000,550,11550,3.7,1749,US,74,15,11
Future Pathways International,Andhra Pradesh,Vijayawada,3483,2201,36000,1800,37800,4.7,4574,Germany,20,13,67
Global Ventures,Odisha,Cuttack,3986,3042,73000,3650,76650,4.2,2623,UK,13,78,9
Elite Guidance,Arunachal Pradesh,Pasighat,1707,1575,43000,2150,45150,3.9,295,UK,18,76,6
Premier Group,Sikkim,Gyalshing,1248,884,44000,2200,46200,4.4,2036,Germany,21,7,72
Summit Experts,Himachal Pradesh,Shimla,106,66,65000,3250,68250,4.4,1193,UK,16,72,12
Vision Guidance,Haryana,Gurugram,1209,1049,58000,2900,60900,3.9,4946,Germany,31,12,57
Overseas Group,Punjab,Amritsar,4942,4434,55000,2750,57750,3.2,280,US,56,7,37
Vision Consultants,Goa,Margao,4688,3600,70000,3500,73500,4.5,3314,UK,41,47,12
Pinnacle Ventures,Assam,Tezpur,4735,3526,66000,3300,69300,4.3,3913,Germany,34,7,59
Elite Experts,West Bengal,Siliguri,4343,4076,61000,3050,64050,4.5,2149,Germany,7,16,77
Premier Experts,Jharkhand,Ranchi,4983,3510,15000,750,15750,4,1141,US,54,15,31
Horizon Consultants International,Haryana,Hisar,4434,3398,34000,1700,35700,3.8,238,Germany,10,10,80
Edu Experts,Assam,Tezpur,3425,2228,33000,1650,34650,4.7,644,UK,6,77,17
Elite Experts,Nagaland,Tuensang,998,804,10000,500,10500,4.9,3872,Germany,10,13,77
Future Pathways,Nagaland,Wokha,3788,2743,48000,2400,50400,4.1,2037,Germany,21,15,64
Horizon Solutions,Uttarakhand,Dehradun,682,644,75000,3750,78750,3.2,3702,UK,6,61,33
Apex Education,West Bengal,Howrah,4391,4012,45000,2250,47250,3.1,2659,Germany,28,5,67
Summit Group,Nagaland,Wokha,1647,1543,12000,600,12600,3.3,4921,Germany,30,6,64
Summit Ventures,Mizoram,Champhai,4888,4186,60000,3000,63000,4.3,4826,US,72,21,7
Path Ventures,Madhya Pradesh,Gwalior,3719,2356,10000,500,10500,3.3,1809,US,75,9,16
Summit Education,Delhi,New Delhi,3944,2669,30000,1500,31500,4.1,3448,Germany,16,38,46
Gateway Group,Sikkim,Namchi,2556,1725,39000,1950,40950,3.6,4188,UK,18,66,16
Premier Guidance,Tripura,Dharmanagar,2772,2469,74000,3700,77700,4.1,2264,US,80,13,7
Apex Solutions International,Meghalaya,Williamnagar,3938,3064,67000,3350,70350,3.5,2923,UK,6,76,18
Study Mentors International,Chhattisgarh,Raipur,1367,1124,11000,550,11550,4.7,4603,UK,18,70,12
Gateway Ventures India,Himachal Pradesh,Manali,2688,2384,73000,3650,76650,4.6,4062,Germany,32,9,59
Overseas Advisors,Karnataka,Belagavi,4939,3804,51000,2550,53550,3.9,2200,UK,7,66,27
Premier Experts,Sikkim,Singtam,4535,2806,65000,3250,68250,3.3,4949,Germany,8,19,73
Path Experts,Gujarat,Jamnagar,3544,2433,37000,1850,38850,4.7,777,UK,17,51,32
Edu Services,Uttar Pradesh,Kanpur,729,489,66000,3300,69300,3.3,440,UK,7,50,43
Study Pathways,West Bengal,Darjeeling,871,633,10000,500,10500,4.3,1525,UK,15,80,5
Path Education,Nagaland,Dimapur,439,384,21000,1050,22050,3.7,1052,Germany,27,19,54
Horizon Solutions,Arunachal Pradesh,Ziro,2566,2206,35000,1750,36750,3.9,474,UK,24,61,15
Future Solutions,Uttarakhand,Haridwar,5000,3214,43000,2150,45150,3.2,4329,Germany,9,42,49
Edu Mentors,Maharashtra,Pune,2836,1989,45000,2250,47250,3.4,4290,UK,45,46,9
Elite Pathways,Nagaland,Mokokchung,358,287,43000,2150,45150,4.9,3340,US,50,11,39
Summit Pathways,Andhra Pradesh,Vijayawada,2081,1526,74000,3700,77700,4.1,872,Germany,41,12,47
Gateway Guidance,Odisha,Bhubaneswar,4385,4160,65000,3250,68250,3.6,4726,UK,15,46,39
Pinnacle Ventures International,Karnataka,Hubballi,4845,2941,34000,1700,35700,3.6,4450,Germany,12,30,58
Vision Mentors Global,West Bengal,Asansol,1560,1026,66000,3300,69300,4.4,287,UK,6,59,35
Premier Pathways,Himachal Pradesh,Manali,1351,883,63000,3150,66150,4.6,868,US,70,7,23
Overseas Group Global,Uttarakhand,Roorkee,3956,2660,53000,2650,55650,3.5,3998,UK,30,56,14
Global Experts Global,Jammu and Kashmir,Baramulla,3411,2833,35000,1750,36750,3.2,2961,US,74,15,11
Pioneer Services,Meghalaya,Tura,2341,2085,53000,2650,55650,4.1,803,US,49,27,24
Gateway Solutions,Meghalaya,Nongpoh,1163,733,23000,1150,24150,4,355,US,59,29,12
Gateway Guidance,Sikkim,Namchi,4053,3775,26000,1300,27300,4.7,1256,UK,36,59,5
Pioneer Guidance,Arunachal Pradesh,Bomdila,560,344,51000,2550,53550,4.2,2944,UK,13,51,36
Vision Experts,Meghalaya,Tura,3306,3058,37000,1850,38850,3,1587,US,77,18,5
Vision Pathways International,Uttarakhand,Dehradun,265,190,24000,1200,25200,3.4,1809,US,76,19,5
Global Solutions,Gujarat,Rajkot,1699,1066,63000,3150,66150,4.6,4204,US,61,34,5
Pinnacle Group,Delhi,Dwarka,339,263,25000,1250,26250,4.9,1071,US,48,28,24
Gateway Services Global,Punjab,Jalandhar,2825,2592,37000,1850,38850,3.7,3528,UK,22,50,28
Path Consultants,Odisha,Cuttack,695,489,28000,1400,29400,4.4,191,UK,5,61,34
Premier Guidance India,Rajasthan,Jaipur,4142,2714,35000,1750,36750,3.6,3826,UK,29,49,22
Horizon Mentors,Uttarakhand,Rishikesh,3969,3149,19000,950,19950,3.7,2199,US,62,7,31
Global Experts,Karnataka,Mysuru,207,171,73000,3650,76650,4.8,4638,UK,16,65,19
Global Advisors,Karnataka,Bengaluru,2264,1600,46000,2300,48300,4.6,4909,Germany,15,24,61
Gateway Mentors,Maharashtra,Pune,4197,2589,23000,1150,24150,4.2,163,US,73,10,17
Gateway Services,Punjab,Chandigarh,2248,1685,70000,3500,73500,4.4,1189,UK,23,67,10
Study Mentors,Delhi,Connaught Place,1381,948,60000,3000,63000,3.3,3576,UK,43,47,10
Summit Pathways,Telangana,Karimnagar,484,383,21000,1050,22050,3,1318,UK,38,48,14
Gateway Services,Assam,Silchar,60,43,46000,2300,48300,3.3,280,UK,5,70,25
Apex Guidance,Chhattisgarh,Bhilai,2104,1409,68000,3400,71400,4.1,2366,US,52,26,22
Premier Guidance,Goa,South Goa,504,343,32000,1600,33600,4.6,4155,Germany,36,17,47
Global Guidance,Mizoram,Champhai,3467,3198,35000,1750,36750,4.8,2204,UK,9,79,12
Future Mentors,Jharkhand,Deoghar,210,170,45000,2250,47250,4.1,2402,UK,24,63,13
Vision Guidance,Bihar,Darbhanga,3439,2133,30000,1500,31500,3.1,1969,US,62,9,29
Elite Consultants,Arunachal Pradesh,Ziro,4713,3598,47000,2350,49350,4.2,2697,US,65,25,10
Pioneer Mentors,Andhra Pradesh,Nellore,170,114,42000,2100,44100,5,2077,US,64,27,9
Summit Group,Assam,Dibrugarh,2953,2248,61000,3050,64050,5,2553,US,49,25,26
Edu Advisors,Gujarat,Vadodara,3818,3453,33000,1650,34650,4.3,240,US,47,10,43
Overseas Mentors,Mizoram,Serchhip,1375,1025,60000,3000,63000,3.4,2922,US,64,26,10
Apex Education,Jammu and Kashmir,Kathua,2762,2551,65000,3250,68250,4.5,2395,Germany,10,39,51
Horizon Mentors,Punjab,Ludhiana,4999,3683,73000,3650,76650,4.3,4529,UK,15,71,14
Future Solutions,Chhattisgarh,Bilaspur,2204,1707,21000,1050,22050,3.1,1763,UK,7,80,13
Summit Solutions,West Bengal,Durgapur,4561,3873,73000,3650,76650,4.5,2882,UK,14,51,35
Path Mentors,Kerala,Kochi,993,645,54000,2700,56700,3.8,672,Germany,19,25,56
Premier Mentors,Odisha,Cuttack,1642,1197,57000,2850,59850,4.9,4893,UK,19,55,26
Edu Consultants,West Bengal,Durgapur,3648,2687,56000,2800,58800,4,3298,UK,5,52,43
Pioneer Solutions,Punjab,Ludhiana,840,704,70000,3500,73500,3.1,1471,UK,34,54,12
Study Ventures,Gujarat,Rajkot,2896,2695,48000,2400,50400,4.5,1711,UK,7,78,15
Summit Consultants,West Bengal,Howrah,2833,2136,50000,2500,52500,3.4,305,UK,17,65,18
Vision Group,Rajasthan,Bikaner,1129,990,63000,3150,66150,4.1,1101,Germany,28,9,63
Pioneer Pathways,Meghalaya,Jowai,4322,2886,64000,3200,67200,3.1,606,UK,5,80,15
Path Education International,Himachal Pradesh,Mandi,4748,4453,43000,2150,45150,4.4,4436,UK,19,48,33
Future Experts India,Sikkim,Gyalshing,2834,2079,41000,2050,43050,5,442,US,68,19,13
Path Ventures,Tripura,Ambassa,332,314,51000,2550,53550,4.1,2905,Germany,11,15,74
Global Services,Himachal Pradesh,Mandi,2337,1429,38000,1900,39900,4.4,34,UK,25,65,10
Pioneer Pathways,Meghalaya,Williamnagar,4448,3850,14000,700,14700,4.3,3059,US,49,19,32
Edu Education,Kerala,Thrissur,4664,4201,75000,3750,78750,4.3,2497,Germany,21,26,53
Global Experts Global,Manipur,Thoubal,2428,2153,33000,1650,34650,4,249,US,73,14,13
Pinnacle Group,Assam,Guwahati,3224,2946,56000,2800,58800,4.3,1941,UK,28,61,11
Future Services,Kerala,Thrissur,4089,2907,23000,1150,24150,3,3163,Germany,37,13,50
Apex Solutions,Jharkhand,Deoghar,4647,3370,59000,2950,61950,3.2,4710,US,67,17,16
Pinnacle Solutions,West Bengal,Durgapur,4229,3084,67000,3350,70350,4.6,1199,US,67,9,24
Apex Mentors,Karnataka,Mysuru,1054,843,72000,3600,75600,4.8,3851,UK,25,51,24
Study Solutions India,Andhra Pradesh,Visakhapatnam,3093,2481,47000,2350,49350,4.1,1365,UK,23,64,13
Elite Group,Andhra Pradesh,Tirupati,4675,3538,31000,1550,32550,4.2,3940,UK,11,58,31
Pioneer Services,Uttar Pradesh,Kanpur,698,553,36000,1800,37800,3.3,3531,US,45,18,37
Pioneer Services,Karnataka,Hubballi,4916,4264,34000,1700,35700,4.7,3446,Germany,9,23,68
Gateway Solutions India,Sikkim,Gyalshing,994,882,19000,950,19950,3.3,4946,US,61,31,8
Pioneer Education,Assam,Silchar,2253,1922,67000,3350,70350,4,1251,US,70,25,5
Summit Education Network,Uttarakhand,Roorkee,4760,3152,38000,1900,39900,3.1,732,US,66,14,20
Edu Ventures,Arunachal Pradesh,Ziro,1583,1448,54000,2700,56700,4.5,4402,UK,13,46,41
Pioneer Solutions,Kerala,Kollam,790,530,54000,2700,56700,4.7,1178,UK,16,77,7
Pioneer Services,Maharashtra,Nashik,851,562,33000,1650,34650,4.6,2919,Germany,9,13,78
Future Education,Tripura,Kailashahar,2099,1368,28000,1400,29400,3.7,919,Germany,23,17,60
Summit Guidance,Gujarat,Jamnagar,3742,3126,41000,2050,43050,4.4,4977,UK,8,78,14
Study Mentors Network,West Bengal,Kolkata,1149,1081,26000,1300,27300,3.8,1578,US,48,19,33
Elite Consultants,West Bengal,Asansol,153,122,28000,1400,29400,4.8,2985,UK,14,49,37
Apex Mentors,Karnataka,Hubballi,4885,3343,18000,900,18900,3.5,246,Germany,25,10,65
Elite Experts,Gujarat,Surat,620,455,36000,1800,37800,3.6,1732,US,80,7,13
Apex Guidance,Gujarat,Rajkot,4735,4313,66000,3300,69300,4.9,289,UK,46,49,5
Apex Consultants,Jharkhand,Deoghar,3981,3553,29000,1450,30450,4.9,4933,UK,23,69,8
Pioneer Mentors,Kerala,Thiruvananthapuram,4280,3551,63000,3150,66150,3.3,844,UK,49,45,6
Premier Services Network,Bihar,Darbhanga,1717,1313,19000,950,19950,5,169,US,66,6,28
Study Advisors,Uttarakhand,Haldwani,3870,2352,53000,2650,55650,4.5,2118,US,77,11,12
Pioneer Solutions,Sikkim,Gyalshing,4380,3836,65000,3250,68250,3.4,2625,UK,33,55,12
Edu Consultants,Jammu and Kashmir,Jammu,3619,2919,46000,2300,48300,4.1,1606,US,52,5,43
Overseas Advisors,Uttarakhand,Roorkee,4445,3784,17000,850,17850,3.1,4710,US,65,17,18
Future Experts Global,Karnataka,Belagavi,3170,2298,41000,2050,43050,3.1,4550,Germany,11,11,78
Elite Mentors,Nagaland,Wokha,4604,3569,43000,2150,45150,4.2,3071,US,53,20,27
Future Services,Andhra Pradesh,Guntur,4104,3662,59000,2950,61950,3.4,4445,US,64,13,23
Horizon Education,Punjab,Jalandhar,4455,3078,40000,2000,42000,3.3,2009,Germany,40,11,49
Elite Services,Assam,Jorhat,4952,3437,41000,2050,43050,4.8,3439,UK,28,45,27
Gateway Ventures,Chhattisgarh,Raipur,3661,3066,25000,1250,26250,3.7,3052,US,45,6,49
Global Group,Bihar,Darbhanga,205,164,74000,3700,77700,3.9,4379,US,79,10,11
Pinnacle Advisors,Bihar,Darbhanga,833,761,31000,1550,32550,3.4,1974,UK,18,68,14
Elite Experts,Delhi,New Delhi,2121,1467,18000,900,18900,3.4,764,Germany,16,32,52
Study Advisors,Jharkhand,Deoghar,2973,2207,70000,3500,73500,3.9,3533,US,56,8,36
Pinnacle Guidance,Jharkhand,Bokaro,4532,3760,64000,3200,67200,3,455,US,61,21,18
Global Mentors,Gujarat,Vadodara,2829,2644,32000,1600,33600,3.1,4841,Germany,34,16,50
Pinnacle Experts,Chhattisgarh,Raipur,3142,2489,25000,1250,26250,3.8,2523,US,76,12,12
Pioneer Ventures,Jharkhand,Ranchi,4615,3844,67000,3350,70350,3.9,940,Germany,5,24,71
Study Pathways,Goa,Panaji,483,375,38000,1900,39900,3.4,2348,Germany,20,9,71
Elite Mentors,Punjab,Amritsar,4964,3145,45000,2250,47250,4.8,3096,Germany,18,28,54
Horizon Advisors,Gujarat,Jamnagar,2785,2622,64000,3200,67200,4.3,2327,UK,9,50,41
Pinnacle Experts,Goa,Margao,3521,2541,31000,1550,32550,4.7,4792,US,66,18,16
Gateway Solutions Global,Assam,Tezpur,2443,1703,50000,2500,52500,3.1,4476,UK,14,79,7
Summit Services Network,Meghalaya,Williamnagar,4232,3214,37000,1850,38850,4,4566,Germany,21,16,63
Elite Consultants India,Assam,Silchar,1371,890,52000,2600,54600,3.4,4079,UK,20,62,18
Apex Services Network,Punjab,Bathinda,148,134,24000,1200,25200,3.8,4969,US,75,7,18
Horizon Services,Maharashtra,Nagpur,3670,3021,16000,800,16800,3.8,2010,UK,19,59,22
Pinnacle Guidance,Rajasthan,Jodhpur,2332,2030,37000,1850,38850,4,2571,US,66,17,17
Elite Ventures,Delhi,New Delhi,3115,2743,60000,3000,63000,3.5,1454,UK,9,55,36
Pioneer Pathways,Goa,Panaji,1404,1120,29000,1450,30450,4.7,3195,Germany,18,8,74
Gateway Pathways,Mizoram,Serchhip,904,826,15000,750,15750,3.4,694,UK,6,71,23
Apex Guidance,Jammu and Kashmir,Baramulla,2804,2416,48000,2400,50400,4.1,2373,US,74,13,13
Path Consultants International,Goa,South Goa,4667,4096,38000,1900,39900,3.3,1261,US,47,42,11
Path Group International,Telangana,Karimnagar,4209,2928,10000,500,10500,4.7,2431,UK,16,76,8
Overseas Pathways,Odisha,Rourkela,4439,4011,75000,3750,78750,4.1,168,US,55,27,18
Elite Experts,Jharkhand,Bokaro,2357,2235,61000,3050,64050,4.5,3099,Germany,31,6,63
Gateway Guidance,Himachal Pradesh,Shimla,3168,2554,52000,2600,54600,4.5,3806,UK,35,59,6
Vision Advisors India,Tamil Nadu,Coimbatore,2572,1753,11000,550,11550,5,173,Germany,8,12,80
Gateway Services,Gujarat,Jamnagar,2671,1703,30000,1500,31500,4.5,1317,Germany,43,8,49
Overseas Consultants,Mizoram,Serchhip,280,200,44000,2200,46200,4.5,1294,UK,30,65,5
Vision Advisors,Delhi,New Delhi,177,157,75000,3750,78750,4.4,1531,UK,32,46,22
Vision Consultants,Mizoram,Lunglei,3698,2701,59000,2950,61950,4.9,429,US,77,17,6
Elite Mentors,Nagaland,Dimapur,4446,2703,29000,1450,30450,3.4,1763,Germany,18,9,73
Pioneer Guidance,Uttarakhand,Rishikesh,4800,4156,39000,1950,40950,4.8,2682,US,61,33,6
Study Advisors,West Bengal,Asansol,2086,1395,49000,2450,51450,3.1,2320,Germany,49,5,46
Vision Education,Kerala,Kochi,1936,1256,62000,3100,65100,3.1,3058,UK,21,63,16
Summit Guidance,Jammu and Kashmir,Jammu,2387,1660,19000,950,19950,3.3,4628,Germany,22,31,47
Premier Guidance Network,Uttarakhand,Dehradun,491,306,10000,500,10500,3.5,3886,US,55,25,20
Vision Solutions,Gujarat,Surat,1430,973,31000,1550,32550,4.5,1252,Germany,20,8,72
Future Solutions,Delhi,Rohini,1523,1442,55000,2750,57750,3.1,3103,UK,22,52,26
Summit Ventures,Odisha,Rourkela,4431,3518,31000,1550,32550,3.7,3253,US,49,34,17
Path Mentors,Tripura,Dharmanagar,2733,1685,61000,3050,64050,3.5,4522,UK,11,59,30
Vision Pathways,Andhra Pradesh,Guntur,1432,1274,34000,1700,35700,4.3,4997,Germany,10,33,57
Horizon Group Global,Odisha,Bhubaneswar,3932,3117,54000,2700,56700,4.4,2104,Germany,26,23,51
Summit Group,Himachal Pradesh,Shimla,3466,2245,16000,800,16800,4.9,786,US,56,29,15
Elite Mentors,Kerala,Thrissur,3073,2886,17000,850,17850,3.1,4484,UK,32,48,20
Future Pathways,Gujarat,Gandhinagar,967,595,19000,950,19950,4.3,2663,US,66,27,7
Future Services,Uttar Pradesh,Varanasi,2940,1853,55000,2750,57750,4.2,18,UK,5,54,41
Future Education,Himachal Pradesh,Dharamshala,2230,1984,25000,1250,26250,4.3,1035,UK,43,50,7
